order_id,order_date,category,subcategory,region,channel,order_amount,status,updated_at
1197,2026-04-07 22:43:47.784989,美妆,香水,西北,天猫,603.2,paid,2026-06-22 11:54:48.031167
1198,2026-04-07 13:29:47.784989,家居,家具,华东,线上官网,1586.06,paid,2026-06-22 11:54:48.031364
1199,2026-04-07 12:17:47.784989,电子产品,电脑,华南,抖音,3994.88,cancelled,2026-06-22 11:54:48.031555
1200,2026-04-07 21:49:47.784989,服装,童装,华中,拼多多,73.62,paid,2026-06-22 11:54:48.031745
1201,2026-04-07 18:26:47.784989,服装,女装,东北,抖音,366.18,paid,2026-06-22 11:54:48.031935
1202,2026-04-07 14:02:47.784989,电子产品,手机,东北,拼多多,639.93,paid,2026-06-22 11:54:48.032139
1203,2026-04-07 14:48:47.784989,美妆,护肤,西南,天猫,296.81,paid,2026-06-22 11:54:48.032330
1204,2026-04-07 13:29:47.784989,食品,生鲜,华东,抖音,24.48,cancelled,2026-06-22 11:54:48.032520
1205,2026-04-07 22:38:47.784989,食品,零食,华北,京东,141.36,paid,2026-06-22 11:54:48.032711
1206,2026-04-07 10:45:47.784989,美妆,彩妆,西南,京东,619.47,paid,2026-06-22 11:54:48.032901
1207,2026-04-07 14:50:47.784989,服装,童装,西北,线下门店,139.88,paid,2026-06-22 11:54:48.033097
1208,2026-04-07 09:01:47.784989,美妆,护肤,华南,京东,541.55,paid,2026-06-22 11:54:48.033287
1209,2026-04-07 13:22:47.784989,家居,厨具,西南,京东,512.63,paid,2026-06-22 11:54:48.033477
1210,2026-04-07 10:30:47.784989,美妆,彩妆,华北,抖音,494.24,paid,2026-06-22 11:54:48.033666
1211,2026-04-07 22:47:47.784989,美妆,护肤,华东,抖音,672.17,paid,2026-06-22 11:54:48.033856
1212,2026-04-07 16:11:47.784989,美妆,护肤,华东,线上官网,336.88,paid,2026-06-22 11:54:48.034055
1213,2026-04-07 12:14:47.784989,家居,床品,西南,天猫,2200.93,paid,2026-06-22 11:54:48.034255
1214,2026-04-07 19:21:47.784989,食品,生鲜,西南,线上官网,126.16,paid,2026-06-22 11:54:48.034444
1215,2026-04-07 18:36:47.784989,食品,生鲜,华北,拼多多,185.91,paid,2026-06-22 11:54:48.034634
1216,2026-04-07 11:57:47.784989,服装,男装,西北,拼多多,139.71,paid,2026-06-22 11:54:48.034825
1217,2026-04-07 21:21:47.784989,美妆,护肤,华中,线上官网,532.45,paid,2026-06-22 11:54:48.035019
1218,2026-04-07 19:35:47.784989,家居,床品,东北,拼多多,1331.26,paid,2026-06-22 11:54:48.035217
1219,2026-04-07 09:16:47.784989,美妆,彩妆,华中,天猫,663.53,cancelled,2026-06-22 11:54:48.035407
1220,2026-04-07 14:01:47.784989,美妆,香水,东北,京东,373.62,paid,2026-06-22 11:54:48.035597
1221,2026-04-07 09:24:47.784989,美妆,香水,华东,京东,130.57,paid,2026-06-22 11:54:48.035787
1222,2026-04-07 09:23:47.784989,电子产品,电脑,东北,天猫,4553.27,paid,2026-06-22 11:54:48.036047
1223,2026-04-07 16:13:47.784989,食品,零食,东北,天猫,131.94,paid,2026-06-22 11:54:48.036241
1224,2026-04-07 09:52:47.784989,家居,厨具,西南,抖音,1075.47,cancelled,2026-06-22 11:54:48.036439
1225,2026-04-07 12:55:47.784989,美妆,香水,华南,线上官网,571.28,cancelled,2026-06-22 11:54:48.036638
1226,2026-04-07 12:34:47.784989,美妆,护肤,东北,拼多多,447.5,paid,2026-06-22 11:54:48.036837
1227,2026-04-07 17:11:47.784989,服装,童装,华南,京东,360.26,cancelled,2026-06-22 11:54:48.037037
1228,2026-04-07 14:31:47.784989,美妆,香水,华东,线上官网,707.35,paid,2026-06-22 11:54:48.037229
1229,2026-04-07 12:45:47.784989,服装,女装,西北,线上官网,68.92,paid,2026-06-22 11:54:48.037420
1230,2026-04-07 10:00:47.784989,家居,床品,东北,拼多多,1570.99,paid,2026-06-22 11:54:48.037611
1231,2026-04-07 10:31:47.784989,服装,女装,西北,线上官网,360.49,paid,2026-06-22 11:54:48.037801
1232,2026-04-07 20:00:47.784989,食品,饮料,华南,抖音,169.9,paid,2026-06-22 11:54:48.037995
1233,2026-04-07 22:47:47.784989,家居,厨具,华东,京东,2199.99,cancelled,2026-06-22 11:54:48.038205
1234,2026-04-07 14:05:47.784989,电子产品,配件,华中,抖音,1050.3,paid,2026-06-22 11:54:48.038404
1235,2026-04-07 11:38:47.784989,家居,床品,华中,天猫,1609.53,paid,2026-06-22 11:54:48.038610
1236,2026-04-07 15:38:47.784989,家居,床品,西北,线上官网,416.02,paid,2026-06-22 11:54:48.038809
1237,2026-04-07 16:14:47.784989,美妆,香水,华南,京东,722.81,paid,2026-06-22 11:54:48.039008
1238,2026-04-07 17:42:47.784989,电子产品,手机,西南,拼多多,1179.91,paid,2026-06-22 11:54:48.039199
1239,2026-04-07 18:36:47.784989,食品,饮料,华北,天猫,26.01,paid,2026-06-22 11:54:48.039390
1240,2026-04-07 12:23:47.784989,电子产品,配件,西北,拼多多,668.7,paid,2026-06-22 11:54:48.039581
1241,2026-04-07 15:55:47.784989,服装,童装,西北,线上官网,204.3,paid,2026-06-22 11:54:48.039777
1242,2026-04-07 16:55:47.784989,食品,饮料,华东,线上官网,170.48,cancelled,2026-06-22 11:54:48.039967
1243,2026-04-07 10:28:47.784989,食品,饮料,华南,线上官网,166.66,paid,2026-06-22 11:54:48.040164
1244,2026-04-08 17:45:47.784989,美妆,彩妆,华中,线下门店,514.82,refunded,2026-06-22 11:54:48.040376
1245,2026-04-08 09:47:47.784989,美妆,彩妆,西北,京东,209.39,paid,2026-06-22 11:54:48.040567
1246,2026-04-08 22:19:47.784989,服装,女装,西北,线上官网,213.93,paid,2026-06-22 11:54:48.040777
1247,2026-04-08 20:23:47.784989,美妆,护肤,华北,天猫,469.47,paid,2026-06-22 11:54:48.040969
1248,2026-04-08 14:09:47.784989,服装,男装,东北,天猫,455.62,paid,2026-06-22 11:54:48.041160
1249,2026-04-08 19:56:47.784989,服装,男装,西南,京东,138.57,paid,2026-06-22 11:54:48.041351
1250,2026-04-08 18:51:47.784989,美妆,护肤,华东,线上官网,409.95,paid,2026-06-22 11:54:48.041541
1251,2026-04-08 13:20:47.784989,服装,男装,东北,线上官网,169.01,paid,2026-06-22 11:54:48.041808
1252,2026-04-08 09:37:47.784989,服装,男装,华北,拼多多,371.32,paid,2026-06-22 11:54:48.042018
1253,2026-04-08 13:00:47.784989,食品,零食,华东,线上官网,148.74,cancelled,2026-06-22 11:54:48.042223
1254,2026-04-08 21:42:47.784989,电子产品,配件,华东,京东,4276.05,paid,2026-06-22 11:54:48.042420
1255,2026-04-08 22:33:47.784989,食品,生鲜,华东,京东,23.99,paid,2026-06-22 11:54:48.042616
1256,2026-04-08 20:43:47.784989,食品,生鲜,华南,线上官网,59.47,paid,2026-06-22 11:54:48.042810
1257,2026-04-08 15:58:47.784989,电子产品,手机,西南,抖音,2434.35,paid,2026-06-22 11:54:48.043010
1258,2026-04-08 22:23:47.784989,食品,零食,西南,拼多多,160.43,paid,2026-06-22 11:54:48.043202
1259,2026-04-08 20:47:47.784989,美妆,彩妆,东北,京东,612.46,paid,2026-06-22 11:54:48.043393
1260,2026-04-08 15:54:47.784989,家居,床品,华南,线上官网,1347.54,paid,2026-06-22 11:54:48.043586
1261,2026-04-08 10:45:47.784989,美妆,护肤,华中,线上官网,385.59,paid,2026-06-22 11:54:48.043781
1262,2026-04-08 14:14:47.784989,服装,童装,西北,线上官网,92.0,paid,2026-06-22 11:54:48.043972
1263,2026-04-08 18:51:47.784989,电子产品,配件,华北,抖音,1914.09,paid,2026-06-22 11:54:48.044171
1264,2026-04-08 16:23:47.784989,服装,男装,西北,天猫,459.78,paid,2026-06-22 11:54:48.044365
1265,2026-04-08 20:58:47.784989,食品,生鲜,华中,京东,79.74,paid,2026-06-22 11:54:48.044556
1266,2026-04-08 17:22:47.784989,电子产品,手机,东北,天猫,1038.95,paid,2026-06-22 11:54:48.044752
1267,2026-04-08 09:20:47.784989,电子产品,手机,西南,天猫,2290.81,paid,2026-06-22 11:54:48.044943
1268,2026-04-08 18:38:47.784989,家居,家具,华北,天猫,1627.56,paid,2026-06-22 11:54:48.045135
1269,2026-04-08 22:57:47.784989,食品,生鲜,华北,拼多多,186.78,paid,2026-06-22 11:54:48.045332
1270,2026-04-08 22:29:47.784989,服装,童装,华北,线上官网,380.47,paid,2026-06-22 11:54:48.045523
1271,2026-04-08 15:12:47.784989,美妆,彩妆,东北,线上官网,89.66,paid,2026-06-22 11:54:48.045725
1272,2026-04-08 22:51:47.784989,食品,零食,西南,京东,69.99,paid,2026-06-22 11:54:48.045917
1273,2026-04-08 11:52:47.784989,家居,床品,华东,天猫,481.56,paid,2026-06-22 11:54:48.046108
1274,2026-04-08 09:03:47.784989,服装,童装,西南,天猫,212.06,paid,2026-06-22 11:54:48.046308
1275,2026-04-08 12:50:47.784989,食品,零食,西南,抖音,37.1,paid,2026-06-22 11:54:48.046499
1276,2026-04-08 19:07:47.784989,食品,零食,西南,天猫,139.44,paid,2026-06-22 11:54:48.046707
1277,2026-04-08 10:12:47.784989,美妆,护肤,西南,线下门店,675.06,paid,2026-06-22 11:54:48.046900
1278,2026-04-08 18:33:47.784989,服装,女装,西北,天猫,159.05,paid,2026-06-22 11:54:48.047091
1279,2026-04-08 15:42:47.784989,家居,家具,东北,线下门店,710.97,refunded,2026-06-22 11:54:48.047281
1280,2026-04-08 20:01:47.784989,美妆,彩妆,华南,线上官网,76.54,paid,2026-06-22 11:54:48.047471
1281,2026-04-08 20:02:47.784989,食品,饮料,华北,天猫,59.02,refunded,2026-06-22 11:54:48.047667
1282,2026-04-08 11:56:47.784989,服装,童装,华南,京东,60.86,paid,2026-06-22 11:54:48.047857
1283,2026-04-08 09:35:47.784989,服装,男装,东北,天猫,390.65,paid,2026-06-22 11:54:48.048048
1284,2026-04-08 11:17:47.784989,服装,童装,西北,京东,106.42,paid,2026-06-22 11:54:48.048244
1285,2026-04-08 16:08:47.784989,电子产品,电脑,华南,线上官网,1606.54,paid,2026-06-22 11:54:48.048435
1286,2026-04-08 13:09:47.784989,美妆,彩妆,华南,京东,83.65,paid,2026-06-22 11:54:48.048636
1287,2026-04-08 18:16:47.784989,美妆,彩妆,华中,天猫,166.45,paid,2026-06-22 11:54:48.048829
1288,2026-04-08 22:00:47.784989,家居,厨具,东北,天猫,2092.17,paid,2026-06-22 11:54:48.049020
1289,2026-04-08 16:07:47.784989,食品,零食,华南,线上官网,167.61,paid,2026-06-22 11:54:48.049211
1290,2026-04-08 12:42:47.784989,食品,饮料,西北,拼多多,47.77,cancelled,2026-06-22 11:54:48.049401
1291,2026-04-08 19:27:47.784989,美妆,香水,华中,线上官网,673.52,paid,2026-06-22 11:54:48.049592
1292,2026-04-08 17:57:47.784989,服装,男装,华东,京东,253.48,paid,2026-06-22 11:54:48.049786
1293,2026-04-08 10:06:47.784989,电子产品,手机,华东,天猫,2693.48,paid,2026-06-22 11:54:48.049978
1294,2026-04-08 14:04:47.784989,服装,女装,华南,京东,160.93,paid,2026-06-22 11:54:48.050174
1295,2026-04-08 11:25:47.784989,家居,家具,西北,天猫,2026.69,paid,2026-06-22 11:54:48.050366
1296,2026-04-08 15:51:47.784989,电子产品,配件,西南,拼多多,3217.31,paid,2026-06-22 11:54:48.050564
1297,2026-04-09 21:25:47.784989,美妆,香水,华东,线上官网,154.44,cancelled,2026-06-22 11:54:48.050791
1298,2026-04-09 12:48:47.784989,食品,零食,华中,线上官网,181.68,paid,2026-06-22 11:54:48.050987
1299,2026-04-09 22:14:47.784989,服装,童装,华北,线下门店,271.01,paid,2026-06-22 11:54:48.051193
1300,2026-04-09 17:11:47.784989,电子产品,电脑,华南,线上官网,2206.45,paid,2026-06-22 11:54:48.051385
1301,2026-04-09 16:35:47.784989,美妆,护肤,华北,线上官网,286.96,paid,2026-06-22 11:54:48.051577
1302,2026-04-09 11:39:47.784989,服装,童装,西南,线上官网,445.96,paid,2026-06-22 11:54:48.051770
1303,2026-04-09 15:43:47.784989,电子产品,配件,华东,线上官网,535.13,paid,2026-06-22 11:54:48.051966
1304,2026-04-09 09:07:47.784989,电子产品,手机,华中,线上官网,3832.04,paid,2026-06-22 11:54:48.052165
1305,2026-04-09 15:47:47.784989,服装,女装,华东,抖音,225.84,paid,2026-06-22 11:54:48.052365
1306,2026-04-09 22:34:47.784989,食品,饮料,东北,拼多多,127.62,paid,2026-06-22 11:54:48.052556
1307,2026-04-09 11:11:47.784989,电子产品,配件,华南,天猫,2614.11,refunded,2026-06-22 11:54:48.052747
1308,2026-04-09 13:57:47.784989,美妆,香水,西北,天猫,162.75,paid,2026-06-22 11:54:48.052943
1309,2026-04-09 10:24:47.784989,服装,童装,西北,抖音,55.57,paid,2026-06-22 11:54:48.053134
1310,2026-04-09 15:32:47.784989,美妆,彩妆,西北,京东,179.86,paid,2026-06-22 11:54:48.053324
1311,2026-04-09 21:56:47.784989,家居,床品,华南,线上官网,2109.07,paid,2026-06-22 11:54:48.053529
1312,2026-04-09 10:54:47.784989,美妆,香水,华北,抖音,69.87,cancelled,2026-06-22 11:54:48.053719
1313,2026-04-09 16:25:47.784989,食品,零食,华北,天猫,166.01,paid,2026-06-22 11:54:48.053913
1314,2026-04-09 16:26:47.784989,食品,零食,西南,京东,169.5,paid,2026-06-22 11:54:48.054109
1315,2026-04-09 13:15:47.784989,美妆,护肤,华中,线下门店,563.82,paid,2026-06-22 11:54:48.054308
1316,2026-04-09 16:00:47.784989,服装,女装,华东,京东,142.53,paid,2026-06-22 11:54:48.054498
1317,2026-04-09 22:33:47.784989,服装,童装,华北,线上官网,221.83,paid,2026-06-22 11:54:48.054688
1318,2026-04-09 15:04:47.784989,美妆,护肤,华北,京东,557.81,paid,2026-06-22 11:54:48.054880
1319,2026-04-09 10:56:47.784989,家居,床品,东北,天猫,2574.14,paid,2026-06-22 11:54:48.055071
1320,2026-04-09 19:23:47.784989,美妆,护肤,华中,线上官网,235.86,paid,2026-06-22 11:54:48.055262
1321,2026-04-09 13:01:47.784989,服装,男装,西南,天猫,215.61,paid,2026-06-22 11:54:48.055453
1322,2026-04-09 10:19:47.784989,家居,厨具,西南,抖音,2995.09,paid,2026-06-22 11:54:48.055643
1323,2026-04-09 11:28:47.784989,服装,童装,西北,线上官网,117.35,paid,2026-06-22 11:54:48.055833
1324,2026-04-09 12:22:47.784989,食品,零食,华北,线下门店,59.18,paid,2026-06-22 11:54:48.056033
1325,2026-04-09 16:14:47.784989,电子产品,电脑,华北,线上官网,3549.92,cancelled,2026-06-22 11:54:48.056225
1326,2026-04-09 21:04:47.784989,服装,童装,西北,天猫,61.4,paid,2026-06-22 11:54:48.056416
1327,2026-04-09 20:42:47.784989,服装,童装,西南,京东,462.48,paid,2026-06-22 11:54:48.056606
1328,2026-04-09 22:50:47.784989,食品,饮料,东北,天猫,60.47,paid,2026-06-22 11:54:48.056803
1329,2026-04-09 15:03:47.784989,服装,童装,西北,天猫,494.98,paid,2026-06-22 11:54:48.057066
1330,2026-04-09 22:54:47.784989,电子产品,电脑,华中,拼多多,2318.09,paid,2026-06-22 11:54:48.057268
1331,2026-04-09 12:19:47.784989,电子产品,手机,华东,天猫,2316.56,paid,2026-06-22 11:54:48.057462
1332,2026-04-09 16:30:47.784989,美妆,香水,华北,天猫,553.5,cancelled,2026-06-22 11:54:48.057656
1333,2026-04-09 19:26:47.784989,家居,床品,西南,线上官网,2080.6,paid,2026-06-22 11:54:48.057852
1334,2026-04-09 14:13:47.784989,食品,饮料,西北,线上官网,160.24,paid,2026-06-22 11:54:48.058046
1335,2026-04-09 18:52:47.784989,电子产品,配件,华东,天猫,2766.8,paid,2026-06-22 11:54:48.058251
1336,2026-04-09 21:42:47.784989,食品,零食,华东,天猫,134.22,paid,2026-06-22 11:54:48.058444
1337,2026-04-09 16:59:47.784989,美妆,香水,华南,天猫,626.98,paid,2026-06-22 11:54:48.058636
1338,2026-04-09 12:26:47.784989,电子产品,配件,华北,天猫,4193.04,paid,2026-06-22 11:54:48.058827
1339,2026-04-09 17:59:47.784989,食品,生鲜,西北,天猫,34.71,paid,2026-06-22 11:54:48.059023
1340,2026-04-09 13:37:47.784989,家居,厨具,华南,京东,1489.17,paid,2026-06-22 11:54:48.059213
1341,2026-04-09 13:40:47.784989,食品,饮料,华北,京东,51.31,paid,2026-06-22 11:54:48.059404
1342,2026-04-09 16:25:47.784989,电子产品,电脑,华南,京东,4963.67,paid,2026-06-22 11:54:48.059595
1343,2026-04-09 12:33:47.784989,家居,家具,东北,天猫,122.75,paid,2026-06-22 11:54:48.059786
1344,2026-04-09 16:16:47.784989,食品,生鲜,西北,抖音,39.35,paid,2026-06-22 11:54:48.059980
1345,2026-04-09 18:45:47.784989,美妆,彩妆,东北,京东,604.01,paid,2026-06-22 11:54:48.060179
1346,2026-04-09 20:43:47.784989,美妆,香水,东北,天猫,555.72,paid,2026-06-22 11:54:48.060370
1347,2026-04-09 20:50:47.784989,食品,饮料,西南,线下门店,65.12,paid,2026-06-22 11:54:48.060561
1348,2026-04-09 20:45:47.784989,食品,零食,华北,拼多多,153.7,paid,2026-06-22 11:54:48.060750
1349,2026-04-09 21:40:47.784989,服装,童装,东北,线上官网,75.37,cancelled,2026-06-22 11:54:48.060951
1350,2026-04-09 15:31:47.784989,美妆,护肤,华东,京东,331.33,paid,2026-06-22 11:54:48.061142
1351,2026-04-09 22:32:47.784989,服装,男装,华北,抖音,477.89,paid,2026-06-22 11:54:48.061332
1352,2026-04-09 09:51:47.784989,服装,男装,华东,京东,194.71,paid,2026-06-22 11:54:48.061522
1353,2026-04-09 11:36:47.784989,食品,生鲜,华中,京东,58.4,paid,2026-06-22 11:54:48.061717
1354,2026-04-09 09:58:47.784989,美妆,护肤,华中,天猫,663.7,paid,2026-06-22 11:54:48.061917
1355,2026-04-10 14:46:47.784989,美妆,彩妆,西北,天猫,141.7,paid,2026-06-22 11:54:48.062135
1356,2026-04-10 21:48:47.784989,美妆,香水,西南,线上官网,431.24,paid,2026-06-22 11:54:48.062330
1357,2026-04-10 09:39:47.784989,美妆,彩妆,华中,天猫,218.04,paid,2026-06-22 11:54:48.062533
1358,2026-04-10 16:44:47.784989,电子产品,手机,西北,线上官网,4212.26,paid,2026-06-22 11:54:48.062724
1359,2026-04-10 18:53:47.784989,服装,童装,东北,天猫,130.37,paid,2026-06-22 11:54:48.062914
1360,2026-04-10 20:44:47.784989,电子产品,电脑,西南,抖音,1931.78,refunded,2026-06-22 11:54:48.063104
1361,2026-04-10 18:48:47.784989,食品,饮料,华中,天猫,92.11,paid,2026-06-22 11:54:48.063293
1362,2026-04-10 09:58:47.784989,食品,零食,西南,线上官网,179.13,paid,2026-06-22 11:54:48.063487
1363,2026-04-10 21:55:47.784989,家居,家具,华北,天猫,1995.68,paid,2026-06-22 11:54:48.063683
1364,2026-04-10 22:26:47.784989,美妆,护肤,华南,天猫,542.21,paid,2026-06-22 11:54:48.063873
1365,2026-04-10 12:07:47.784989,电子产品,手机,华东,线上官网,2871.33,refunded,2026-06-22 11:54:48.064068
1366,2026-04-10 09:42:47.784989,服装,女装,华东,拼多多,170.75,refunded,2026-06-22 11:54:48.064259
1367,2026-04-10 18:20:47.784989,电子产品,电脑,华南,线上官网,2187.68,refunded,2026-06-22 11:54:48.064453
1368,2026-04-10 16:21:47.784989,美妆,香水,东北,抖音,478.13,paid,2026-06-22 11:54:48.064644
1369,2026-04-10 14:14:47.784989,家居,家具,西南,天猫,1190.06,paid,2026-06-22 11:54:48.064833
1370,2026-04-10 19:51:47.784989,美妆,香水,华中,线上官网,429.98,paid,2026-06-22 11:54:48.065024
1371,2026-04-10 18:07:47.784989,电子产品,手机,西北,拼多多,2023.16,paid,2026-06-22 11:54:48.065213
1372,2026-04-10 21:12:47.784989,美妆,彩妆,西南,拼多多,565.54,paid,2026-06-22 11:54:48.065406
1373,2026-04-10 15:51:47.784989,食品,零食,西南,线上官网,41.7,paid,2026-06-22 11:54:48.065599
1374,2026-04-10 21:38:47.784989,电子产品,配件,华中,线上官网,1397.58,paid,2026-06-22 11:54:48.065796
1375,2026-04-10 11:48:47.784989,电子产品,手机,华东,抖音,1954.35,paid,2026-06-22 11:54:48.065991
1376,2026-04-10 12:43:47.784989,服装,童装,西南,线上官网,84.5,paid,2026-06-22 11:54:48.066183
1377,2026-04-10 21:57:47.784989,食品,饮料,西北,京东,189.24,paid,2026-06-22 11:54:48.066373
1378,2026-04-10 16:08:47.784989,电子产品,配件,华南,拼多多,1372.66,paid,2026-06-22 11:54:48.066567
1379,2026-04-10 13:30:47.784989,美妆,香水,西南,天猫,219.82,paid,2026-06-22 11:54:48.066764
1380,2026-04-10 15:09:47.784989,服装,女装,华北,京东,244.66,paid,2026-06-22 11:54:48.066955
1381,2026-04-10 12:22:47.784989,美妆,护肤,西北,天猫,381.17,paid,2026-06-22 11:54:48.067145
1382,2026-04-10 18:39:47.784989,食品,零食,西北,拼多多,120.89,paid,2026-06-22 11:54:48.067335
1383,2026-04-10 18:12:47.784989,食品,生鲜,西北,线上官网,64.3,paid,2026-06-22 11:54:48.067537
1384,2026-04-10 09:23:47.784989,家居,家具,华南,线上官网,879.37,paid,2026-06-22 11:54:48.067727
1385,2026-04-10 18:27:47.784989,服装,女装,西南,天猫,361.72,refunded,2026-06-22 11:54:48.067923
1386,2026-04-10 20:34:47.784989,美妆,香水,西北,天猫,160.78,refunded,2026-06-22 11:54:48.068119
1387,2026-04-10 09:31:47.784989,美妆,护肤,华南,线上官网,184.67,paid,2026-06-22 11:54:48.068311
1388,2026-04-10 16:00:47.784989,美妆,彩妆,华东,天猫,100.26,cancelled,2026-06-22 11:54:48.068512
1389,2026-04-10 17:46:47.784989,服装,男装,西南,天猫,142.71,paid,2026-06-22 11:54:48.068703
1390,2026-04-10 10:01:47.784989,电子产品,电脑,东北,线上官网,2274.11,cancelled,2026-06-22 11:54:48.068895
1391,2026-04-10 15:47:47.784989,美妆,香水,华东,线下门店,247.01,cancelled,2026-06-22 11:54:48.069093
1392,2026-04-10 13:16:47.784989,食品,生鲜,西南,拼多多,157.15,cancelled,2026-06-22 11:54:48.069290
1393,2026-04-10 11:57:47.784989,服装,女装,华南,天猫,339.25,paid,2026-06-22 11:54:48.069490
1394,2026-04-10 21:23:47.784989,电子产品,手机,华中,京东,763.26,cancelled,2026-06-22 11:54:48.069682
1395,2026-04-10 09:39:47.784989,电子产品,电脑,华中,拼多多,2386.4,paid,2026-06-22 11:54:48.069873
1396,2026-04-10 14:46:47.784989,服装,男装,华中,天猫,227.45,paid,2026-06-22 11:54:48.070086
1397,2026-04-10 12:37:47.784989,家居,家具,西北,线上官网,1133.54,paid,2026-06-22 11:54:48.070277
1398,2026-04-10 17:40:47.784989,电子产品,配件,华南,线上官网,1488.92,paid,2026-06-22 11:54:48.070473
1399,2026-04-10 18:09:47.784989,家居,厨具,西北,天猫,2119.07,paid,2026-06-22 11:54:48.070663
1400,2026-04-10 10:41:47.784989,服装,女装,华东,天猫,372.24,paid,2026-06-22 11:54:48.070853
1401,2026-04-10 21:18:47.784989,服装,女装,华东,线上官网,172.37,paid,2026-06-22 11:54:48.071059
1402,2026-04-10 19:46:47.784989,电子产品,电脑,华中,京东,1264.0,paid,2026-06-22 11:54:48.071254
1403,2026-04-10 16:33:47.784989,服装,女装,西北,天猫,66.46,paid,2026-06-22 11:54:48.071448
1404,2026-04-10 17:46:47.784989,电子产品,配件,西北,线下门店,3823.94,paid,2026-06-22 11:54:48.071637
1405,2026-04-10 12:04:47.784989,服装,童装,东北,抖音,455.66,paid,2026-06-22 11:54:48.071828
1406,2026-04-10 15:25:47.784989,家居,厨具,华中,线下门店,1644.29,cancelled,2026-06-22 11:54:48.072037
1407,2026-04-11 09:47:47.784989,服装,男装,华中,抖音,190.92,paid,2026-06-22 11:54:48.072250
1408,2026-04-11 18:55:47.784989,家居,厨具,华南,天猫,434.43,paid,2026-06-22 11:54:48.072468
1409,2026-04-11 12:41:47.784989,食品,饮料,华东,天猫,81.03,cancelled,2026-06-22 11:54:48.072724
1410,2026-04-11 09:44:47.784989,食品,饮料,华北,线上官网,142.31,paid,2026-06-22 11:54:48.072921
1411,2026-04-11 16:43:47.784989,美妆,彩妆,华中,抖音,267.48,paid,2026-06-22 11:54:48.073115
1412,2026-04-11 12:16:47.784989,服装,童装,华中,京东,275.77,paid,2026-06-22 11:54:48.073308
1413,2026-04-11 12:03:47.784989,电子产品,电脑,西南,线上官网,3161.11,paid,2026-06-22 11:54:48.073517
1414,2026-04-11 18:14:47.784989,美妆,护肤,西北,线上官网,689.96,paid,2026-06-22 11:54:48.073710
1415,2026-04-11 20:16:47.784989,电子产品,手机,东北,线下门店,3938.25,paid,2026-06-22 11:54:48.073902
1416,2026-04-11 20:44:47.784989,食品,零食,西南,抖音,85.88,paid,2026-06-22 11:54:48.074098
1417,2026-04-11 15:00:47.784989,家居,床品,华东,京东,2010.62,paid,2026-06-22 11:54:48.074290
1418,2026-04-11 09:52:47.784989,服装,男装,华南,京东,428.16,cancelled,2026-06-22 11:54:48.074485
1419,2026-04-11 12:58:47.784989,美妆,彩妆,华东,线上官网,674.0,refunded,2026-06-22 11:54:48.074678
1420,2026-04-11 16:20:47.784989,食品,饮料,华中,拼多多,120.84,paid,2026-06-22 11:54:48.074870
1421,2026-04-11 19:56:47.784989,美妆,彩妆,西北,线下门店,605.76,paid,2026-06-22 11:54:48.075060
1422,2026-04-11 10:38:47.784989,美妆,彩妆,西北,天猫,506.39,paid,2026-06-22 11:54:48.075249
1423,2026-04-11 12:24:47.784989,食品,零食,华北,线上官网,82.45,paid,2026-06-22 11:54:48.075448
1424,2026-04-11 14:01:47.784989,服装,女装,华北,京东,262.06,paid,2026-06-22 11:54:48.075643
1425,2026-04-11 14:18:47.784989,食品,饮料,东北,线上官网,198.47,paid,2026-06-22 11:54:48.075833
1426,2026-04-11 13:14:47.784989,电子产品,配件,西北,线上官网,2504.45,paid,2026-06-22 11:54:48.076029
1427,2026-04-11 15:43:47.784989,食品,饮料,东北,京东,140.03,paid,2026-06-22 11:54:48.076226
1428,2026-04-11 12:30:47.784989,服装,童装,华北,拼多多,297.35,paid,2026-06-22 11:54:48.076421
1429,2026-04-11 22:12:47.784989,食品,饮料,西北,抖音,177.37,paid,2026-06-22 11:54:48.076618
1430,2026-04-11 18:56:47.784989,电子产品,手机,西南,线下门店,1341.69,refunded,2026-06-22 11:54:48.076810
1431,2026-04-11 16:36:47.784989,服装,女装,华北,抖音,312.15,paid,2026-06-22 11:54:48.077001
1432,2026-04-11 12:24:47.784989,电子产品,电脑,华东,线上官网,2298.37,paid,2026-06-22 11:54:48.077199
1433,2026-04-11 20:57:47.784989,美妆,彩妆,西北,天猫,753.66,paid,2026-06-22 11:54:48.077390
1434,2026-04-11 12:23:47.784989,食品,生鲜,华北,天猫,37.94,paid,2026-06-22 11:54:48.077584
1435,2026-04-11 15:37:47.784989,美妆,香水,西北,线上官网,37.36,paid,2026-06-22 11:54:48.077774
1436,2026-04-11 18:50:47.784989,家居,床品,西北,线下门店,1857.43,paid,2026-06-22 11:54:48.077966
1437,2026-04-11 10:34:47.784989,美妆,彩妆,华东,线上官网,556.47,paid,2026-06-22 11:54:48.078167
1438,2026-04-11 12:53:47.784989,电子产品,配件,华中,拼多多,4999.18,refunded,2026-06-22 11:54:48.078361
1439,2026-04-11 20:46:47.784989,电子产品,手机,华北,抖音,4431.69,paid,2026-06-22 11:54:48.078566
1440,2026-04-11 13:10:47.784989,电子产品,配件,西北,线上官网,3476.48,paid,2026-06-22 11:54:48.078757
1441,2026-04-11 09:13:47.784989,美妆,护肤,东北,天猫,414.43,paid,2026-06-22 11:54:48.078949
